20187,Burnham 513,48 CAS,48,,02 01.9, 70 54,CAS,AD,4.6,12.6,51.1,85,1,17,A3,1959,1598,P=60 yr.- a=0.65''- motion direct. A is a sp-bin.
20188,Burnham 785,49 CAS,49,,02 05.6, 76 06,CAS,AB,5.3,12.3,5.4,246,1,4,G5,1881,1625,
20189,,ALPHA CAS,ALPHA,,00 40.5, 56 32,CAS,AC,2.5,13,38.3,105,1,36,K0,1908,561,AD: h V 18. Optical. Also h  1993. O/B
20190,,DELTA CAS,DELTA,,01 25.8, 60 14,CAS,,2.8,11.5,131.7,66,1,16/ 36,A5,1925,,A spectroscopic and perhaps ecl-bin.
20191,Struve 60,ETA CAS,ETA,,00 48.8, 57 49,CAS,AC,3.6,11.4,158.9,238,1,36,F8,1922,671,P = 480 yr.- a = 12.0''- motion direct. Y/P
20192,,ETAAD CAS,ETAAD,,00 48.8, 57 49,CAS,AD,3.6,11.6,159.6,30,1,36,F8,1921,671,
20193,,ETAAE CAS,ETAAE,,00 48.8, 57 49,CAS,AE,3.6,9,190.6,120,1,36,F8,1913,671,AE: Separations 203.2'' and 190.6''.
20194,,ETAAG CAS,ETAAG,,00 48.8, 57 49,CAS,AG,3.6,8.9,339.2,243,1,36,F8,1913,671,
20195,,ETABH CAS,ETABH,,00 48.8, 57 49,CAS,BH,7.2,8.6,648,2,1,36,,1928,671,
20196,Burnham 1028,GAMMA CAS,GAMMA,,00 56.7, 60 43,CAS,AB,2.2,10.9,2.2,252,1,16/ 36,B0,1888,782,A is a nova-like var.
20197,Struve 262,IOTA CAS,IOTA,,02 29.0, 67 23,CAS,AC,4.6,8.5,7.3,115,1,17,A5,1982,1860,A is Alpha CVn var- & ast/sp bin.Orbit calc'd.Y/BW/BW
20198,,IOTABC CAS,IOTABC,,02 29.0, 67 23,CAS,BC,7.6,8.6,9.4,102,1,17,,1900,1860,
20199,StruveO 12,LAMBDA CAS,LAMBDA,,00 31.7, 54 31,CAS,,5.5,5.8,0.5,185,1,35/ 36,B8,1845,434,Orbits calc'd.
20200,,MU CAS,MU,,01 07.6, 54 59,CAS,AB,5.3,11.1,90.5,221,1,36,G5,1910,,AB:Distances 238.9''and 190.5''.A is astro and sp-bin
20201,,MUAC CAS,MUAC,,01 07.6, 54 59,CAS,AC,5.3,11.1,205.8,145,1,36,G5,1907,,
20202,,MUAP CAS,MUAP,,01 07.6, 54 59,CAS,AP,5.3,12.3,87.7,145,1,36,G5,1907,,
20203,Burnham 231,OMICRON CAS,OMICRON,,00 44.8, 48 16,CAS,,4.7,11.2,33.6,302,4,60,B2,1960,622,
20204,Herschel 23,PHI CAS,PHI,,01 20.1, 58 13,CAS,AB,5.2,12.3,48.6,208,1,36,F5,1800,1073,h III 23. A is a sp-bin. A quintuple system.
20205,,PHIAC CAS,PHIAC,,01 20.1, 58 13,CAS,AC,5.2,7.9,133.8,231,1,36,F5,1903,1073,
20206,,PHIAD CAS,PHIAD,,01 20.1, 58 13,CAS,AD,5.2,10.6,179,287,1,36,F5,1880,1073,
20207,,PHICD CAS,PHICD,,01 20.1, 58 13,CAS,CD,7.9,11.4,41.5,265,1,36,B5,1907,1073,
20208,Burnham 1101,PSI CAS,PSI,,01 25.9, 68 07,CAS,AD,5,10,22.8,118,1,16,K0,1937,1129,HV 83- S  18.
20209,Struve 3049,SIGMA CAS,SIGMA,,23 59.0, 55 45,CAS,AB,5,7.1,3.1,327,3,35,B2,1833,17140,b is a sp-bin.  B/G IN GLORIOUS FIELD
20210,,THETA CAS,THETA,,01 11.0, 55 09,CAS,,4.5,10.4,145.6,135,1,36,A5,1907,,A is a sp-bin.
20211,Burnham 1098,UPSLN CAS,UPSLN,,00 55.0, 58 58,CAS,AB,5,12.5,14.3,70,1,36,K0,1934,748,
20212,,UPSLNAC CAS,UPSLNAC,,00 55.0, 58 58,CAS,AC,5,11.8,94.1,127,1,36,K0,1959,748,
20213,,V377 CAS,V377,,00 19.2, 59 42,CAS,,8.5,9,2.1,183,1,35,F0,1975,263,A is an irr var
20214,Struve 284,V482 CAS,V482,,02 40.8, 61 16,CAS,AB,8,10,6.4,191,1,17/ 38,F0,1969,2018,A is a Beta CMa-type var.
20215,StruveO 254,WZ CAS,WZ,,00 01.2, 60 21,CAS,AB,7.6,8.7,58.1,89,1,15/ 35,N,1953,,StruveO (App) 254.A is semiregular var. O/B- FINE COLORS
20216,,WZAP CAS,WZAP,,00 01.2, 60 21,CAS,AP,7.6,11.1,155.7,324,1,15/ 35,N,1879,,
20217,,WZBQ CAS,WZBQ,,00 01.2, 60 21,CAS,BQ,8.8,11,134.4,129,1,15/ 35,A,1879,,
20218,Herschel 101,3 CEN,3,,13 51.9,-32 59,CEN,,4.7,6.2,7.9,106,21,371,B5,1975,,
20219,Herschel 51,4 CEN,4,,13 53.3,-31 55,CEN,,4.8,8.5,14.9,185,21,371,B7,1837,,h N 51. A is a sp-bin
20220,Jacob 2,DELTA CEN,DELTA,,12 08.4,-50 43,CEN,AB,2.9,4.8,268.6,325,21,401/ 428,B3,1847,,
20221,,DELTAAC CEN,DELTAAC,,12 08.4,-50 43,CEN,AC,2.9,6.5,216.6,227,21,401/ 428,,1847,,
20222,RST 5376,EPSILON CEN,EPSILON,,13 39.8,-53 27,CEN,,2.3,13,36.9,158,25,430,B2,1948,,
20223,Innes 1260,KAPPA CEN,KAPPA,,14 59.2,-42 06,CEN,,3.4,11.5,3.9,82,21,405,B2,1926,,A sp-bin and var star.
20224,RST 3746,LAMBDA CEN,LAMBDA,,11 35.8,-63 01,CEN,,3.3,11.5,16.3,316,25,450,B9,1937,,
20225,Herschel  4445,OMCRN CEN,OMCRN,,11 31.7,-59 26,CEN,,5,11.4,13.5,125,25,427/ 428,G4,1917,,A semiregular var.
20226,Cordoba 157,V766 CEN,V766,,13 47.2,-62 35,CEN,,6.2,10.2,9.4,318,25,430/ 451/ 452,G5,1900,,A semiregular var
20227,Herschel  4624,V767 CEN,V767,,13 53.9,-47 07,CEN,,5.9,11,21.4,350,21,403,B3,1897,,A is the var
20228,Harvard 228,V795 CEN,V795,,14 15.0,-57 05,CEN,AB,5.2,11,33.9,170,25,430,B3,1901,,A is the var
20229,,V795AC CEN,V795AC,,14 15.0,-57 05,CEN,AC,5.2,12.5,36,220,25,430,,1800,,A is the var
20230,Herschel  4409,V815 CEN,V815,,11 07.3,-42 38,CEN,,5.5,8,1.3,260,20,400,A5,1980,,The var
20231,Dunlop 128,XI CEN,XI,,13 06.9,-49 54,CEN,,4.4,9.5,25.1,100,21,402,B3,1836,,A is a sp-bin.
20232,,16 CEP,16,,21 59.3, 73 10,CEP,,5.2,12,131.4,173,3,14,F5,1930,,Optical.
20233,Burnham 697,19 CEP,19,,22 05.2, 62 17,CEP,AB,5.2,11.2,19.8,94,3,33,O5,1878,15624,
20234,,19AC CEP,19AC,,22 05.2, 62 17,CEP,AC,5.2,10.2,60.4,271,3,33,O5,1913,15624,
20235,,ALPHA CEP,ALPHA,,21 18.5, 62 35,CEP,AB,2.6,10.4,206.8,22,3,33,A5,1907,14858,Var?
20236,Struve 2806,BETA CEP,BETA,,21 28.7, 70 33,CEP,APxB,3.3,8,13.4,249,3,33,B1,1832,15032,W/B
20237,,DELTA CEP,DELTA,,22 29.2, 58 30,CEP,,4.5,7.5,41,192,3,57/ 58,,,,O/B
20238,South 800,EM CEP,EM,,21 53.8, 62 36,CEP,AB,7.1,8.8,62.5,145,3,33,B3,1824,15434,A is the Beta Lyrae-type system EM Cep.
20239,,EPSILON CEP,EPSILON,,22 14.9, 57 02,CEP,,4.2,9.5,127.8,15,3,57,F0,1918,,A is a Delta Scuti-type var.
20240,Struve 2675,KAPPA CEP,KAPPA,,20 08.9, 77 43,CEP,AB,4.4,8.4,7.3,121,3,13,B9,1832,13524,W/B
20241,,KAPPAAC CEP,KAPPAAC,,20 08.9, 77 43,CEP,AC,4.4,8.4,169.8,336,3,13,B9,1895,13524,
20242,Struve 2961,KZ CEP,KZ,,22 56.5, 62 52,CEP,,8.6,8.6,1.9,348,3,34,B5,1833,16394,One component is the Beta CMa-type var KZ Cep.
20243,Struve 3001,OMICRON CEP,OMICRON,,23 18.6, 68 06,CEP,AB,5,7.6,3.2,216,3,34,G5,1982,16666,Orbit calc'd.
20244,,OMICRONAC CEP,OMICRONAC,,23 18.6, 68 06,CEP,AC,4.9,12.8,45.6,4,3,34,G5,1912,16666,
20245,Struve 2863,XI CEP,XI,,22 03.7, 64 37,CEP,APxB,4.6,6.5,7.8,277,3,33,A3,1982,15600,B/B
20246,,XIAPxC CEP,XIAPxC,,22 03.7, 64 37,CEP,APxC,4.6,12.7,96.8,200,3,33,A3,1925,15600,
20247,StruveO 529,ZZ CEP,ZZ,,22 45.0, 68 07,CEP,AB,8.9,10.2,3.6,201,3,34,A2,1971,16252,A is the Algol-type system
20248,,ZZAC CEP,ZZAC,,22 45.0, 68 07,CEP,AC,8.8,10.3,20.6,219,3,34,A2,1849,16252,
20249,,18 CET,18,,00 45.5,-12 52,CET,,6.1,12.4,69.5,238,17-Oct,261/ 262,G0,1959,,
20250,,25 CET,25,,01 03.1,-04 49,CET,,5.3,11.7,199.9,242,10,217,G5,1960,,
20251,Struve 84,26 CET,26,,01 03.8, 01 22,CET,AB,6.2,8.6,16,254,10,217,F0,1832,875,AC: 1909 and 1921 measures disagree. BDS 494 same star
20252,,37 CET,37,,01 14.4,-07 56,CET,,5.2,8.7,49.7,331,10,262,F0,1822,1003,Y/L
20253,,38 CET,38,,01 14.8,-01 00,CET,AB,5.8,12.1,114.1,276,10,217,F5,1909,,
20254,,39 CET,39,,01 16.6,-02 29,CET,,5.5,11.2,177.6,84,10,217/ 218,G0,1913,,A semiregular var- AY Cet.
20255,Struve 113,42 CET,42,,01 19.8,-00 31,CET,AxBC,6.4,7.4,1.6,14,10,217/ 218,F5,1982,1081,
20256,Herschel  1079,44 CET,44,,01 24.0,-08 00,CET,,6.5,11.2,84.6,298,10,262/ 263,A5,1924,,A is a Delta Scuti-type var- AV Cet.
20257,See 14,48 CET,48,,01 29.6,-21 38,CET,,5.1,12.6,22,250,18,308,A0,1897,1184,
20258,Herschel 102,61 CET,61,,02 03.8,-00 20,CET,AB,6,10.5,43,194,10,219,G5,1975,1634,h V 102.
20259,,61AC CET,61AC,,02 03.8,-00 20,CET,AC,6,11.9,83,326,10,219,G5,1877,1634,
20260,Struve 231,66 CET,66,,02 12.8,-02 23,CET,AB,5.8,7.6,16.5,234,10,219,G0,1975,1703,G/B
20261,,66AC CET,66AC,,02 12.8,-02 23,CET,AC,5.7,11.5,172.7,61,10,219,G0,1908,1703,
20262,,77 CET,77,,02 34.7,-07 51,CET,,5.8,12.5,94.7,44,10,265,K0,1960,,
20263,,80 CET,80,,02 36.0,-07 49,CET,AC,5.7,9.3,146.7,189,10,265,K5,1900,,
20264,Struve 295,84 CET,84,,02 41.2,-00 41,CET,,5.8,9,4.1,309,10,220,F5,1976,2046,A is a Delta Scuti-type var.
20265,Herschel  663,94 CET,94,,03 12.8,-01 11,CET,,5.1,11.5,3.2,232,11-Oct,221,F8,1962,2406,
20266,Burnham 486,AD CET,AD,,00 14.4,-07 46,CET,,5.4,11.4,3,4,17-Oct,260/ 261,M,1878,180,Irr var
20267,,CHI CET,CHI,,01 49.6,-10 41,CET,,4.8,6.8,183.8,250,10,263/ 264,F0,1891,,
20268,,ETA CET,ETA,,01 08.5,-10 10,CET,,3.6,10.3,233.5,305,10,262,K0,1907,,
20269,Struve 299,GAMMA CET,GAMMA,,02 43.3, 03 14,CET,,3.6,7.4,2.8,296,10,220,A2,1976,2080,Y/B
20270,Herschel  1953,IOTA CET,IOTA,,00 19.4,-08 49,CET,AB,3.8,12.1,63.4,17,17-Oct,260/ 261,K0,1910,,Var?
20271,,IOTAAC CET,IOTAAC,,00 19.4,-08 49,CET,AC,3.8,8.6,108.8,194,17-Oct,260/ 261,K0,1959,,Var?
20272,Struve 281,NU CET,NU,,02 35.9, 05 35,CET,,5,9.6,8.1,80,10,175/ 220,G5,1972,1971,
20273,Innes 294,DELTA CHA,DELTA,,10 45.3,-80 27,CHA,,6.1,6.4,0.6,83,25,465,K1,1901,,
20274,Herschel  4486,EPSILON CHA,EPSILON,,11 59.6,-78 13,CHA,,5.5,6.1,0.9,188,25,466,B9,1975,,
20275,Innes 799,THETA CHA,THETA,,08 20.7,-77 29,CHA,,4.3,12,31,250,25,464,K5,1911,,
20276,Dunlop 166,ALPHA CIR,ALPHA,,14 42.5,-64 57,CIR,,3.4,8.8,15.7,229,25,452,A0,1837,,Probably var.
20277,Herschel  4757,GAMMA CIR,GAMMA,,15 23.4,-59 19,CIR,,5.2,5.5,0.8,25,25,431,B5,1978,,Orbit calc'd.
20278,Harvard 197,10 CMA,10,,06 44.5,-31 04,CMA,,5.2,10.6,36.3,97,19,360,B3,1901,,A is the var FT CMa.
20279,Herschel 65,17 CMA,17,,06 55.0,-20 24,CMA,AB,5.8,9.3,44.4,147,12-Nov,318,A2,1800,5585,
20280,,17AC CMA,17AC,,06 55.0,-20 24,CMA,AC,5.8,9,49.2,184,12-Nov,318,,1825,,
20281,,17AD CMA,17AD,,06 55.0,-20 24,CMA,AD,5.8,9.5,129.9,186,12-Nov,318,,1825,,
20282,Clark 1,ALPHA CMA,ALPHA,,06 45.1,-16 43,CMA,AB,-1.5,8.5,7,72,12-Nov,273,A0,1960,5423,Sirius- getting tougher until 1994.
20283,,BETA CMA,BETA,,06 22.7,-17 58,CMA,,2,9.8,185.9,340,12-Nov,272,B1,1908,,Prototype of its class of var. A is also a sp-bin.
20284,CPO 7,EPSILON CMA,EPSILON,,06 58.6,-28 58,CMA,,1.6,7.5,7.5,161,19,318/ 360/ 361,B1,1850,5654,
20285,,ETA CMA,ETA,,07 24.1,-29 18,CMA,,2.4,6.9,178.7,285,19,319/ 361,B7,1833,,
20286,Struve 3116,FR CMA,FR,,06 21.5,-11 46,CMA,AB,5.5,9.7,4.2,23,12-Nov,272,B2,1831,4978,A is a Cepheid
20287,Struve 997,MU CMA,MU,,06 56.1,-14 02,CMA,AB,5.3,8.6,2.8,342,12-Nov,273,G5,1963,5605,Y/B
20288,,MUAC CMA,MUAC,,06 56.1,-14 02,CMA,AC,5.2,10.5,88.4,288,12-Nov,273,G5,1865,5605,
20289,,MUAD CMA,MUAD,,06 56.1,-14 02,CMA,AD,5.2,10.7,101.3,61,12-Nov,273,G5,1865,5605,
20290,South-Herschel 73,NU CMA,NU,,06 36.4,-18 40,CMA,,5.8,8.5,17.4,263,12-Nov,272/273/317/318,G5,1821,5253,
20291,Herschel 123,PI CMA,PI,,06 55.6,-20 08,CMA,,4.6,9.6,11.6,18,12-Nov,318,F2,1876,5602,h N 123. Possibly var.
20292,Herschel  3948,TAU CMA,TAU,,07 18.7,-24 57,CMA,AC,4.4,11.2,14.8,79,19,319,,1876,,In NGC 2362 Cluster.  A FAVORITE.
20293,,TAUAD CMA,TAUAD,,07 18.7,-24 57,CMA,AD,4.4,8.8,85,75,19,319,,1834,5977,
20294,,TAUAPxB CMA,TAUAPxB,,07 18.7,-24 57,CMA,APxB,4.4,10.5,8.5,89,19,319,,1876,5977,A is a Beta Lyrae-type var.
20295,,ZETA CMA,ZETA,,06 20.3,-30 03,CMA,,3.1,7.7,175.5,338,19,359/ 360,B8,1833,,A is a long-period sp-bin.
20296,,BETA CMI,BETA,,07 27.1, 08 17,CMI,AC,3.1,11.2,98.5,23,12,184,B8,1879,,A is a sp-bin. Var?
20297,,BETAAD CMI,BETAAD,,07 27.1, 08 17,CMI,AD,3.1,11.1,124.9,77,12,184,B8,1879,,
20298,,BETAAE CMI,BETAAE,,07 27.1, 08 17,CMI,AE,3.1,10.9,138.7,311,12,184,B8,1907,,
20299,Jonckheere 2835,DELTA CMI,DELTA,,07 34.3, 03 22,CMI,AB,5.8,11,90,110,12,229,A0,1945,,BAL 2296.
20300,Burnham 21,ETA CMI,ETA,,07 28.0, 06 56,CMI,,5.3,11.1,4,25,12,184,A5,1875,6101,
20301,Lamont 4,GAMMA CMI,GAMMA,,07 28.2, 08 54,CMI,AC,4.6,12.3,119.2,262,12,184,K0,1911,6100,A is a sp-bin.
20302,Struve 1224,24 CNC,24,,08 26.7, 24 32,CNC,AxBC,7.1,7.6,5.7,49,6,141,A3,1973,6811,BC: P = 21.8 yr.- a = 0.19''- motion direct.
20303,,39 CNC,39,,08 39.9, 11 32,CNC,AB,7.9,10.5,137,324,12,186,G5,1911,,
20304,,39AB CNC,39AB,,08 40.2, 20 00,CNC,AB,6.5,6.5,149.8,151,12-Jun,141,K0,1887,,A multiple system.
20305,,39AP CNC,39AP,,08 40.2, 20 00,CNC,AP,6.6,8.9,134.1,309,12-Jun,141,K0,1887,,
20306,,39AQ CNC,39AQ,,08 40.2, 20 00,CNC,AQ,6.6,9.2,135,110,12-Jun,141,K0,1887,,
20307,,39BR CNC,39BR,,08 40.2, 20 00,CNC,BR,6.5,10.4,140,147,12-Jun,141,A0,1907,,
20308,Hough 252,51 CNC,51,,08 58.0, 30 13,CNC,,7,7,0.1,225,6,102/ 103,F5,1945,7107,Rapid binary? Measures scattered and uncertain.
20309,Herschel  460,53 CNC,53,,08 52.5, 28 15,CNC,,6.4,9.9,44,334,6,102/ 142,M0,1903,,A is the var BO Cnc.
20310,StruveO 195,57 CNC,57,,08 54.0, 08 25,CNC,,8,8.5,9.5,139,12,187,F8,1848,7073,
20311,Struve 1298,66 CNC,66,,09 01.4, 32 15,CNC,AB,5.9,8,4.5,137,6,102/ 103,A2,1831,7137,
20312,,66AC CNC,66AC,,09 01.4, 32 15,CNC,AC,5.8,10.8,187.4,319,6,102/ 103,A2,1879,7137,
20313,South-Herschel 101,67 CNC,67,,09 01.8, 27 54,CNC,,6.1,8.9,103.5,327,6,102/ 103/ 142,A5,1960,,A is a sp-bin.
20314,,75 CNC,75,,09 08.8, 26 37,CNC,AB,6,9.1,12,40,6,142,G5,1911,,Distances 92.6'' and 112.0''. A is a sp-bin.
20315,Herschel  110,ALPHA CNC,ALPHA,,08 58.5, 11 51,CNC,,4.3,11.8,10.9,322,12,187,A3,1962,7115,A is an occultation double.
20316,Herschel  457,DELTA CNC,DELTA,,08 44.7, 18 09,CNC,,4.2,12.2,38.4,90,12,141/ 142,K0,1958,6967,Optical.
20317,South 574,EPSILON CNC,EPSILON,,08 40.5, 19 32,CNC,,6.3,7.4,134.9,249,12,141,A2,1825,,a sp-bin.
20318,,GAMMA CNC,GAMMA,,08 43.3, 21 28,CNC,AB,4.7,8.7,106.3,66,6,141,A0,1888,,A is a sp-bin.
20319,,GAMMAAP CNC,GAMMAAP,,08 43.3, 21 28,CNC,AP,4.7,12.4,103.3,258,6,141,A0,1908,,
20320,,GAMMABQ CNC,GAMMABQ,,08 43.3, 21 28,CNC,BQ,8.7,12.9,94.6,102,6,141,,1908,,
20321,Struve 1268,IOTA CNC,IOTA,,08 46.7, 28 46,CNC,,4.2,6.6,30.4,307,6,102/ 141/ 142,G5,1828,6988,O/B- NICE COLORS
20322,Herschel 75,OMEGA CNC,OMEGA,,08 01.7, 25 05,CNC,AB,6.2,11,45.5,23,6,140,A0,1904,,h VI 75.
20323,,OMEGAAC CNC,OMEGAAC,,08 01.7, 25 05,CNC,AC,6.2,10,110.5,295,6,140,A0,1904,,
20324,South 566,PHI CNC,PHI,,08 26.5, 27 53,CNC,,5.8,10.1,130.6,21,6,102/ 141,K2,1923,,
20325,Struve 1223,PHI CNC,PHI,,08 26.7, 26 56,CNC,,6.3,6.3,5.1,217,6,141,A2,1973,6815,Both components suspected vars.
20326,,PI CNC,PI,,09 12.3, 14 59,CNC,AB,6.4,10.6,222.4,229,13-Dec,187,G5,1907,,AP: P = 2.65 yr.- a = 0.13''- motion retrograde.
20327,,PSI CNC,PSI,,08 10.4, 25 31,CNC,AB,5.8,12.2,73.8,297,6,140,G5,1925,,Optical.
20328,,PSIAC CNC,PSIAC,,08 10.4, 25 31,CNC,AC,5.8,10.7,112.1,213,6,140,G5,1925,,Optical.
20329,South-Herschel 100,SIGMA CNC,SIGMA,,08 59.5, 32 24,CNC,,5.6,9.4,89.5,296,6,102/ 103,G5,1823,,
20330,Herschel  2452,THETA CNC,THETA,,08 31.6, 18 05,CNC,,5.6,10,63.1,61,12,141,M,1902,,Occultation double.
20331,Struve 1196,ZETA CNC,ZETA,,08 12.2, 17 39,CNC,AC,5.6,6.3,5.3,79,12,140/141/185/186,F7,1982,6650,P=59.7 yr- a=0.88''-motion retrograde.Y/O TOUGh TRIPLE
20332,,ZETABC CNC,ZETABC,,08 12.2, 17 39,CNC,BC,6,6.3,5.6,79,12,140/141/185/186,,1840,6650,ABXC: Orbit calc'd
20333,,ZETACD CNC,ZETACD,,08 12.2, 17 39,CNC,CD,6.3,10.5,281,108,12,140/141/185/186,G2,1913,6650,
20334,Herschel  3857,8 COL,8,,06 24.1,-36 42,COL,AB,5.7,10.8,12.9,256,19,360,G5,1882,,Y/b  IN GRANd FIELD
20335,Harvard 193,ALPHA COL,ALPHA,,05 39.6,-34 04,COL,,2.8,12.5,13.5,359,19,358/ 359,B8,1898,,
20336,Herschel  3819,GAMMA COL,GAMMA,,05 57.5,-35 17,COL,,4.4,12.7,33.8,110,19,359,B3,1919,,
20337,Struve 1596,2 COM,2,,12 04.3, 21 27,COM,,6,7.5,3.7,237,7,148,F0,1829,8406,A sp-bin.
20338,Hough 52,11 COM,11,,12 20.8, 17 47,COM,,4.9,12.9,9.1,44,13/ 14,148/ 193,K0,1883,8521,
20339,South-Herschel 143,12 COM,12,,12 22.5, 25 50,COM,AB,4.8,11.8,35,54,7,148,F5,1904,8530,A is a sp-bin.
20340,,12AC COM,12AC,,12 22.5, 25 50,COM,AC,4.8,8.3,65.3,167,7,148,F5,1822,8530,
20341,Struve 21,17 COM,17,,12 28.9, 25 54,COM,AB,5.4,6.7,145.3,251,7,148/ 149,A0,1836,8568,STF 21- App I. A is Alpha CVn var. b is sp-bin. W/B
20342,Struve 1657,24 COM,24,,12 35.1, 18 22,COM,,5.2,6.7,20.3,271,13/ 14,148/ 149,K0,1830,8600,b is a sp-bin.  O/B- NICE
20343,Herschel  522,30 COM,30,,12 49.3, 27 33,COM,,5.8,11.5,42.5,13,7,108/ 149,A0,1912,8674,A is a sp-bin.
20344,Struve 23,32 COM,32,,12 52.2, 17 04,COM,AB,6.5,6.9,196.5,50,13/ 14,149/ 194,K5,1960,,
20345,,32AC COM,32AC,,12 52.2, 17 04,COM,AC,6.5,8.9,97.3,262,13/ 14,149/ 194,K5,1910,,
20346,Struve 1687,35 COM,35,,12 53.3, 21 14,COM,AC,5.1,9.1,28.7,126,7,149,K0,1830,8695,Y/B
20347,Struve 1728,ALPHA COM,ALPHA,,13 10.0, 17 31,COM,AC,5.2,10.2,110.3,330,14,150/ 195,F5,1923,8804,P = 25.9 yr.- a = 0.66''- inclination 90 degrees.
20348,Dunlop 222,KAPPA CRA,KAPPA,,18 33.4,-38 43,CRA,,5.9,6.6,21.4,359,22,378,B8,1836,,
20349,Cordoba 227,LAMBDA CRA,LAMBDA,,18 43.8,-38 19,CRA,AB,5.1,9.7,29.2,214,22,378,A0,1900,,Var?
20350,,EPSILON CRB,EPSILON,,15 57.5, 26 52,CRB,AB,4.2,12.6,2.1,10,7,155,K0,1965,9859,
20351,,EPSILONAC CRB,EPSILONAC,,15 57.5, 26 52,CRB,AC,4.2,11.5,101.4,174,7,155,K0,1959,9859,
20352,Struve 1937,ETA CRB,ETA,,15 23.2, 30 17,CRB,AC,5.6,12.6,57.7,12,7,112,G0,1920,9617,
20353,,KAPPA CRB,KAPPA,,15 51.4, 35 40,CRB,,4.8,11.5,134.6,202,7,113,K0,1909,,
20354,Herschel 94,LAMBDA CRB,LAMBDA,,15 55.7, 37 56,CRB,,5.5,10,94.3,66,7,113,F2,1959,,h VI 94.
20355,Struve 29,NU CRB,NU,,16 22.4, 33 47,CRB,AB,5.4,5.3,364.4,165,8,113/ 114,M,1922,,AB: STF 29- App I.
20356,,NUAQ CRB,NUAQ,,16 22.4, 33 47,CRB,AQ,5.4,12.7,80,152,8,113/ 114,,1936,,
20357,,OMICRON CRB,OMICRON,,15 20.2, 29 37,CRB,,5.6,9.5,147.3,337,7,112,K0,1887,,
20358,South 676,RHO CRB,RHO,,16 01.1, 33 20,CRB,,5.5,8.7,89.6,71,8,113,F8,1923,,
20359,Struve 2032,SIGMA CRB,SIGMA,,16 14.7, 33 51,CRB,AB,5.8,6.7,6.6,233,8,113,G0,1981,9979,P = 1000 yr.- a = 6.6''- motion direct.
20360,,SIGMAAD CRB,SIGMAAD,,16 14.7, 33 51,CRB,AD,5.8,10.8,71,85,8,113,G0,1933,9979,A is a Delta Scuti-type var and sp-bin
20361,,SIGMABD CRB,SIGMABD,,16 14.7, 33 51,CRB,BD,6.7,10.8,71.3,83,8,113,,1923,9979,
20362,,XI CRB,XI,,16 22.1, 30 52,CRB,,4.7,12.1,185.1,59,8,113/ 114,K0,1909,,
20363,Struve 1965,ZETA CRB,ZETA,,15 39.4, 36 38,CRB,,5.1,6,6.3,305,7,112/ 113,B8,1973,9737,A is a sp-bin. b is Zeta (1) CrB.  BW/G
20364,Herschel  840,GAMMA CRT,GAMMA,,11 24.9,-17 41,CRT,,4.1,9.6,5.3,94,13,281/ 282,A5,1968,8153,
20365,Kuiper 57,KAPPA CRT,KAPPA,,11 27.1,-12 21,CRT,,6,13,27.9,336,13,281/ 282,F4,1958,,
20366,Burnham 220,PSI CRT,PSI,,11 12.5,-18 29,CRT,,6.6,7.2,0.3,330,13,281/ 326,A0,1981,8086,Orbit calc'd.
20367,Burnham 600,SV CRT,SV,,11 17.0,-07 07,CRT,AC,6,9.8,57.2,98,13,281,F0,1823,8115,A is an Alpha CVn-type var.- and a sp-bin.
20368,Innes 362,BETA CRU,BETA,,12 47.8,-59 40,CRU,AB,1.5,11.4,44.3,322,25,429,B1,1901,,A is a Beta CMa-type var.
20369,Herschel  4501,ETA CRU,ETA,,12 06.9,-64 36,CRU,,4.3,11.8,44,299,25,450,F0,1918,,A is a sp-bin.
20370,Dunlop 124,GAMMA CRU,GAMMA,,12 31.1,-57 06,CRU,AB,1.6,6.7,10.6,31,25,428/ 429,M4,1919,,
20371,,GAMMAAC CRU,GAMMAAC,,12 31.1,-57 06,CRU,AC,1.6,9.5,155.2,82,25,428/ 429,,1879,,
20372,Herschel  4547,IOTA CRU,IOTA,,12 45.7,-60 58,CRU,,4.7,9.5,27,14,25,429,G8,1882,,
20373,Dunlop 126,MU CRU,MU,,12 54.6,-57 10,CRU,,4.3,5.3,34.9,17,25,429,B3,1826,,b is var.
20374,South-Herschel 145,DELTA CRV,DELTA,,12 29.9,-16 31,CRV,,3.1,9.3,24.1,214,13/ 14,283/ 284,A0,1823,8572,Y/R
20375,Struve 1622,2 CVN,2,,12 16.1, 40 39,CVN,,5.9,8.2,11.5,260,7,74,K5,1832,8489,A is a sp-bin. R/B
20376,,7 CVN,7,,12 30.1, 51 31,CVN,AB,6.2,10.4,109.2,172,2,47/ 48,F8,1908,,
20377,,7AC CVN,7AC,,12 30.1, 51 31,CVN,AC,6.2,9,229,327,2,47/ 48,F8,1919,,
20378,Struve 24,17 CVN,17,,13 10.1, 38 30,CVN,AB,6,6.2,284.6,297,7,75/ 76/ 109,F0,1925,8805,STF 24- App I. Optical with BC.
20379,Struve 1768,25 CVN,25,,13 37.5, 36 17,CVN,AC,4.9,8.7,214.6,141,7,109/ 110,F0,1981,8974,
20380,Struve 1692,ALPHA CVN,ALPHA,,12 56.1, 38 18,CVN,,2.9,5.4,19.4,228,7,75/ 108/ 109,A0,1822,8706,Prototype of Alpha CVn var.Cor Coroli.Y/B;Nice colors
