22339,XI-2 CEN,Dunlop 128,0,13 06.9,-49 54,CEN,,4.4,9.5,25.1,100,21,402,B3,1836,,A is a sp-bin.
22340,Brisbane 10,,1,14 16.5,-57 17,CEN,,7.2,9.8,30.2,116,25,430,A0,1913,,
22341,Brisbane 5,,1,11 24.9,-61 39,CEN,,8.2,9.2,5.4,236,25,427/ 449/ 450,K5,1978,,P = 421 yr.; a = 5.76''; motion direct.
22342,Brisbane 6,,1,11 28.6,-42 40,CEN,,5.4,8.1,13,167,20,400,B9,1835,,A is a sp-bin.
22343,Brisbane 7,,1,11 39.8,-63 28,CEN,,7.7,8.4,27.8,277,25,450,B3,1838,,
22344,Brisbane 9,,1,13 54.7,-50 41,CEN,,8.4,8.7,17.6,76,21,403/ 430,F5,1879,,
22345,Burnham 1108,,1,13 53.6,-35 39,CEN,AC,6.3,12.5,27.7,158,21,371,,1959,,
22346,Burnham 1110,,1,14 19.8,-36 51,CEN,,6.9,11.5,3.9,132,21,371/ 372,M,1889,,
22347,Burnham 1112,,1,14 33.1,-30 42,CEN,,6.2,9.5,2.5,14,21,372,K0,1889,,
22348,Burnham 343,,1,13 52.0,-31 36,CEN,,6.6,7.6,0.6,30,21,371,F8,1980,,
22349,Burnham 347,,1,14 54.6,-33 18,CEN,AB,6,10.8,13.3,319,21,372,K0,1889,,CPD-32~3746.
22350,Burnham 347-AC,,1,14 54.6,-33 18,CEN,AC,6,10,58.1,243,21,372,,1889,,CPD-32~3746.
22351,Burnham 414,,1,14 41.9,-30 55,CEN,,6.9,7.8,1,347,21,372,B9,1889,,
22352,Cape 11,,1,11 40.6,-62 34,CEN,,7.4,7.8,2.6,220,25,428/ 450,B2,1888,,
22353,Cape 13,,1,13 00.2,-48 36,CEN,,7.1,9.2,5.1,67,21,402,K0,1889,,
22354,Cape 56,,1,12 10.1,-43 33,CEN,,9,10.3,24.7,202,21,401,F8,1959,,
22355,Cape 61,,1,13 51.6,-48 17,CEN,,7.4,7.7,30.5,131,21,403,G0,1928,,
22356,Cordoba 125,,1,11 29.1,-58 48,CEN,AC,7.6,10.2,20,123,25,427/ 428,,1920,,
22357,Cordoba 126,,1,11 38.2,-63 12,CEN,AB,7.6,12.7,11,271,25,450,B3,1920,,
22358,Cordoba 126-AC,,1,11 38.2,-63 12,CEN,AC,7.6,11.4,13.5,203,25,450,,1920,,
22359,Cordoba 132,,1,11 58.3,-39 38,CEN,,8.5,9.7,5,335,20,368/ 401,A3,1903,,
22360,Cordoba 138,,1,12 27.3,-34 08,CEN,,8.6,10.1,5,1,21,369,A2,1964,,
22361,Cordoba 142,,1,12 57.3,-48 38,CEN,,8.2,10.1,5,134,21,402,F5,1913,,
22362,Cordoba 143,,1,12 58.2,-54 11,CEN,,7.5,9,16.5,112,25,429,A0,1919,,
22363,Cordoba 146,,1,13 01.5,-58 08,CEN,AxBC,8.9,9,14.4,351,25,429,B9,1894,,
22364,Cordoba 148,,1,13 05.0,-46 34,CEN,,8.8,9.8,4.7,99,21,402,F2,1883,,
22365,Cordoba 149,,1,13 09.3,-51 41,CEN,,8.2,10.2,12.5,256,25,402/ 403/ 429,A0,1920,,
22366,Cordoba 151,,1,13 11.2,-47 16,CEN,,8.6,9.2,3.6,278,21,402/ 403,A0,1900,,
22367,Cordoba 152,,1,13 13.0,-59 48,CEN,,6.4,9.6,25.5,147,25,429,F5,1920,,A may be a sp-bin.
22368,Cordoba 153,,1,13 15.3,-34 08,CEN,AB,7.6,11,4.5,348,21,370,A0,1897,,
22369,Cordoba 155,,1,13 31.2,-41 51,CEN,,9,9.5,10.3,358,21,403,A2,1920,,
22370,Cordoba 158,,1,13 47.9,-63 52,CEN,,8.6,9.2,2.3,255,25,451/ 452,B9,1896,,
22371,Cordoba 159,,1,13 47.6,-32 26,CEN,,8.9,9,8.6,101,21,371,K5,1966,,
22372,Cordoba 161,,1,13 49.4,-44 12,CEN,,8.2,9.2,14.1,150,21,403,A0,1920,,
22373,Cordoba 162,,1,13 52.0,-58 25,CEN,,8.3,9.8,17.3,69,25,430,A0,1883,,
22374,Cordoba 165,,1,14 05.5,-50 23,CEN,,8.2,8.6,2.5,68,21,404/ 430,K0,1891,,
22375,Cordoba 167,,1,14 15.0,-61 42,CEN,,6.7,8.5,2.7,159,25,430/ 452,O5,1887,,
22376,Cordoba 168,,1,14 20.9,-42 25,CEN,CD,8.7,8.8,1.7,203,21,404,F0,1889,,
22377,Cordoba 171,,1,14 27.7,-41 13,CEN,ABxC,8.9,9.5,3.7,143,21,404,,1920,,
22378,Cordoba 175,,1,14 40.6,-58 32,CEN,,8.7,9,3.5,164,25,431,A2,1911,,
22379,Dawson 164,,1,13 01.8,-30 50,CEN,,7.4,12,5.9,292,21,369/ 370,K0,1924,,
22380,Dawson 58,,1,11 45.1,-38 20,CEN,,8.5,12,3.4,279,20,368,F8,1921,,
22381,Donner 574,,1,13 01.9,-44 11,CEN,,8.8,11.3,3.2,8,21,402,M,1930,,
22382,Dunlop 113,,1,11 36.9,-38 57,CEN,,6.9,7.3,145.5,151,20,367/ 368,A0,1920,,
22383,Dunlop 114,,1,11 40.0,-38 06,CEN,,6.7,9.5,17,95,20,367/ 368,G5,1903,,
22384,Dunlop 127,,1,12 59.8,-55 54,CEN,,8.4,8.9,16.8,126,25,429,B9,1826,,
22385,Dunlop 133,,1,13 22.7,-60 59,CEN,ABxC,4.6,6.5,60,343,25,429,,1826,,
22386,Dunlop 137,,1,13 32.1,-63 01,CEN,,7.7,9,16.1,358,25,451,B0,1826,,
22387,Dunlop 141,,1,13 41.7,-54 33,CEN,,5.7,7.1,5.4,163,25,430,B9,1835,,
22388,Dunlop 142,,1,13 44.0,-59 14,CEN,,6.7,8.4,32.8,90,25,430,B9,1826,,
22389,Dunlop 143,,1,13 49.3,-62 05,CEN,,7.6,8.1,12.5,36,25,430/ 451/ 452,G5,1826,,
22390,Dunlop 144,,1,13 49.6,-47 21,CEN,,8,8.8,9.2,256,21,403,F8,1836,,
22391,Dunlop 146,,1,13 49.3,-40 30,CEN,,7.1,7.2,60,86,21,371/ 403,F0,1826,,
22392,Dunlop 151,,1,13 57.4,-56 02,CEN,,7.6,9.4,27.2,49,25,430,G5,1959,,A is an irr var.
22393,Dunlop 154,,1,14 05.6,-36 32,CEN,,8.3,9.7,20.6,130,21,371,A5,1836,,
22394,Dunlop 155,,1,14 07.8,-53 41,CEN,,7.6,8.6,19.5,12,25,430,,1959,,
22395,Dunlop 159,,1,14 22.6,-58 27,CEN,AB,5,7.1,9.2,159,25,430,G0,1958,,A is a sp-bin.
22396,Dunlop 159-AD,,1,14 22.6,-58 27,CEN,AD,5,10.5,45.6,4,25,430,,1871,,A is a sp-bin.
22397,Finsen 181,,1,11 17.1,-55 37,CEN,,8,8.5,0.3,243,25,427,A0,1929,,
22398,Finsen 186,,1,11 29.1,-58 48,CEN,AB,7.6,12.7,6.6,82,25,427/ 428,A0,1928,,
22399,Finsen 187,,1,11 30.7,-58 49,CEN,,8.2,9.1,0.3,233,25,427/ 428,G0,1960,,
22400,Finsen 196,,1,12 16.0,-55 05,CEN,,8.5,12.5,3.8,80,25,428,A0,1930,,
22401,Finsen 205,,1,13 14.2,-59 05,CEN,,5,10.3,2.7,341,25,429,F4,1928,,
22402,Finsen 216,,1,13 51.2,-63 30,CEN,,8.8,10.7,2,302,25,451/ 452,B9,1930,,
22403,Finsen 64,,1,13 03.2,-56 06,CEN,,8.8,9.1,0.4,264,25,429,B9,1928,,
22404,Gilliss 165,,1,11 36.6,-60 53,CEN,,8.3,9.3,1.9,5,25,428,B9,1883,,
22405,Gilliss 169,,1,11 51.8,-64 35,CEN,,7.7,9,4.3,228,25,450,B8,1883,,
22406,Hargrave 56,,1,11 25.0,-59 39,CEN,,8,10.5,5.9,146,25,427,G5,1930,,
22407,Hargrave 85,,1,13 25.5,-61 42,CEN,,8.5,10,5.9,215,25,429/ 451,A5,1965,,
22408,Hargrave 86,,1,13 32.5,-62 20,CEN,,7.2,7.6,1.6,239,25,430/ 451,B9,1883,,
22409,Harvard 212,,1,11 41.2,-61 08,CEN,,7.3,7.7,1.1,325,25,428/ 450,K0,1913,,
22410,Harvard 214,,1,12 19.0,-55 08,CEN,,5,12,35.7,87,25,428,M,1900,,
22411,Harvard 216,,1,12 24.2,-38 55,CEN,,7,12.8,4.6,54,21,369,A5,1927,,
22412,Harvard 218,,1,12 34.0,-49 54,CEN,,6.5,13,7.8,121,21,402,F2,1897,,
22413,Harvard 219,,1,12 46.8,-33 18,CEN,,6,12,65,226,21,369,K0,1800,,
22414,Harvard 220,,1,12 52.4,-53 49,CEN,,6.3,12.3,6.4,210,25,429,K0,1903,,
22415,Harvard 223,,1,13 12.3,-59 54,CEN,ABxD,4.8,12.6,49,258,25,429,,1901,,
22416,Harvard 225,,1,13 46.6,-51 26,CEN,,4.7,11,40,310,25,403/ 430,G5,1800,,A is a long-period sp-bin.
22417,Harvard 234,,1,14 33.5,-33 19,CEN,,7,10.8,14.2,158,21,372,K0,1902,,
22418,Harvard 235,,1,14 35.5,-41 31,CEN,,5.8,11,26.9,130,21,404,B8,1898,,
22419,Harvard 237,,1,14 40.3,-40 50,CEN,,6.8,12.5,8.7,22,21,372/ 404,B9,1932,,
22420,Herschel 124,,1,13 53.6,-35 39,CEN,AE,6.3,8.5,66.7,4,21,371,,1959,,H V 124.
22421,Herschel 2736,,1,14 40.9,-32 19,CEN,,8,9.5,17.3,77,21,372,K0,1960,,
22422,Herschel 4403,,1,11 06.8,-44 04,CEN,,8.3,11.3,15.3,271,20,400,G0,1913,,
22423,Herschel 4405,,1,11 06.5,-53 16,CEN,,8.1,10.2,19.2,48,25,427,B8,1917,,
22424,Herschel 4408,,1,11 07.3,-41 27,CEN,AC,8.1,11.5,20.8,344,20,400,,1920,,
22425,Herschel 4417,,1,11 13.5,-55 25,CEN,,9,10,19.8,148,25,427,B8,1881,,
22426,Herschel 4421,,1,11 15.9,-47 55,CEN,,6.9,10.5,23.3,67,20,400,A0,1902,,
22427,Herschel 4423,,1,11 16.5,-45 52,CEN,,7.1,7.4,2.5,276,20,400,F2,1836,,
22428,Herschel 4426,,1,11 21.7,-43 33,CEN,,7.2,10.5,13.3,174,20,400,K0,1898,,
22429,Herschel 4429,,1,11 21.9,-59 59,CEN,,8.8,10.8,9.2,152,25,427,B,1917,,
22430,Herschel 4434,,1,11 26.5,-55 29,CEN,,9,10.8,13.7,250,25,427,A2,1913,,
22431,Herschel 4436,,1,11 26.9,-54 51,CEN,,9,11.5,13.9,359,25,427,K0,1913,,
22432,Herschel 4438,,1,11 27.5,-39 53,CEN,,7.4,11.4,23,196,20,367/ 400,A0,1898,,
22433,Herschel 4448,,1,11 32.9,-43 42,CEN,,8.3,10,7.4,89,20,400/ 401,A0,1902,,
22434,Herschel 4451,,1,11 33.6,-46 19,CEN,,8.8,11.9,24.9,268,20,400/ 401,G0,1924,,
22435,Herschel 4452,,1,11 33.6,-63 54,CEN,ABxC,9,10.4,16.4,323,25,450,,1882,,
22436,Herschel 4460,,1,11 39.2,-57 44,CEN,,7.7,8.9,8.6,176,25,428,A0,1874,,
22437,Herschel 4482,,1,11 57.9,-43 43,CEN,ABxC,7.6,12.4,23.3,289,20,401,,1929,,
22438,Herschel 4484,,1,11 58.4,-40 56,CEN,,6.9,9.5,3.1,310,20,368/ 401,K0,1897,,
22439,Herschel 4491,,1,12 03.7,-44 07,CEN,,8.2,8.5,23.4,41,21,401,F8,1913,,
22440,Herschel 4492,,1,12 03.8,-54 42,CEN,,7.6,11.6,15.8,273,25,428,F2,1900,,
22441,Herschel 4500,,1,12 06.7,-37 51,CEN,,6.7,9,50.3,31,21,368,K0,1920,,
22442,Herschel 4507,,1,12 12.9,-44 53,CEN,,8.7,9.9,15.5,222,21,401,G5,1882,,
22443,Herschel 4518,,1,12 24.7,-41 23,CEN,,6.2,9.5,10,208,21,401/ 402,K0,1881,,
22444,Herschel 4533,,1,12 36.1,-39 52,CEN,AC,5.9,12,40,74,21,369/ 402,,1920,,
22445,Herschel 4546,,1,12 44.9,-52 45,CEN,,7.8,9.8,15,223,25,429,F2,1882,,
22446,Herschel 4552,,1,12 51.2,-46 52,CEN,,8.8,9.7,28.6,314,21,402,G5,1882,,
22447,Herschel 4554,,1,12 51.7,-31 04,CEN,,7.3,11.8,31.6,25,21,369,M0,1898,,
22448,Herschel 4555,,1,12 53.6,-43 04,CEN,,7.2,12.2,22.8,304,21,402,A5,1898,,
22449,Herschel 4560,,1,12 58.0,-38 54,CEN,,6.9,12.3,29.7,252,21,369/ 370,A0,1898,,
22450,Herschel 4562,,1,12 59.5,-48 31,CEN,,9,9.2,11.3,73,21,402,F8,1879,,
22451,Herschel 4563,,1,13 01.1,-33 37,CEN,,7.1,8.5,6.4,236,21,369/ 370,G5,1837,,
22452,Herschel 4564,,1,13 02.8,-55 40,CEN,,8.2,9.5,22,219,25,429,K2,1894,,
22453,Herschel 4567,,1,13 06.3,-48 28,CEN,,5,11.5,11.4,79,21,402,B3,1858,,
22454,Herschel 4569,,1,13 08.1,-56 41,CEN,,7.8,9.5,4.8,242,25,429,A0,1873,,
22455,Herschel 4571,,1,13 11.5,-35 07,CEN,,6.6,9,23.5,267,21,370,K0,1879,,
22456,Herschel 4576,,1,13 16.1,-57 03,CEN,,7.7,9.7,5.6,128,25,429,F0,1872,,
22457,Herschel 4578,,1,13 17.7,-37 00,CEN,,7.4,10.6,8.6,150,21,370,A2,1965,,
22458,Herschel 4579,,1,13 21.4,-64 02,CEN,,8.4,9.2,4.6,98,25,451,G0,1871,,
22459,Herschel 4583,,1,13 25.2,-64 29,CEN,,5.5,11.2,25.7,203,25,451,F2,1935,,
22460,Herschel 4588,,1,13 27.2,-40 10,CEN,,6.3,12,45.4,138,21,370/ 403,K0,1920,,
22461,Herschel 4589,,1,13 29.3,-54 55,CEN,,7.8,10.4,14.7,99,25,429/ 430,G5,1913,,
22462,Herschel 4600,,1,13 39.3,-48 59,CEN,,7.9,9.2,16.7,119,21,403,K0,1882,,
22463,Herschel 4602,,1,13 40.3,-45 42,CEN,ABxC,8.7,9.4,23.5,188,21,403,,1881,,
22464,Herschel 4608,,1,13 42.3,-33 58,CEN,,7.5,7.6,4.3,185,21,370/ 371,F5,1848,,
22465,Herschel 4612,,1,13 46.9,-36 15,CEN,,5.2,12.5,26.3,341,21,371,A0,1897,,
22466,Herschel 4619,,1,13 52.0,-47 51,CEN,,7.1,9.5,23.6,199,21,403,G0,1881,,
22467,Herschel 4625,,1,13 55.0,-42 34,CEN,ABxC,8.7,9.5,13.7,7,21,403,,1882,,
22468,Herschel 4633,,1,13 57.5,-57 41,CEN,BC,8.8,11,10,305,25,430,,1913,,
22469,Herschel 4642,,1,14 07.1,-63 26,CEN,AB,6.7,12.4,9.1,12,25,452,G0,1918,,
22470,Herschel 4642-AD,,1,14 07.1,-63 26,CEN,AD,6.7,10.2,26.4,335,25,452,,1918,,
22471,Herschel 4643,,1,14 04.2,-37 15,CEN,,7.2,12.2,22.2,134,21,371,F8,1920,,
22472,Herschel 4651,,1,14 09.6,-51 30,CEN,,6.2,9.2,64.1,132,25,404/ 430,B9,1959,,A is a sp-bin.
22473,Herschel 4653,,1,14 08.9,-43 28,CEN,,6.4,13,28.6,35,21,404,B9,1913,,
22474,Herschel 4659,,1,14 12.6,-55 28,CEN,,8,10.5,18.6,106,25,430,K0,1913,,
22475,Herschel 4665,,1,14 16.6,-43 16,CEN,,8.8,10.8,20.7,114,21,404,A0,1959,,
22476,Herschel 4666,,1,14 17.1,-48 09,CEN,,8.9,10.4,10.7,23,21,404,F2,1913,,
22477,Herschel 4676,,1,14 27.7,-59 38,CEN,AB,8.8,9.3,20.5,262,25,430,B9,1874,,
22478,Herschel 4676-AC,,1,14 27.7,-59 38,CEN,AC,8.8,10,14.1,241,25,430,B9,1874,,
22479,Herschel 4681,,1,14 30.6,-55 46,CEN,,8.3,12.8,14.2,356,25,430/ 431,A0,1913,,
22480,Herschel 4682,,1,14 29.9,-42 30,CEN,,8.3,12,9.1,347,21,404,F5,1898,,
22481,Herschel 4687,,1,14 35.6,-36 33,CEN,,8.6,8.8,0.9,119,21,372,F8,1980,,
22482,Herschel 4691,,1,14 39.2,-55 42,CEN,,8.9,9.4,12.3,274,25,431,A0,1930,,
22483,Herschel 4702,,1,14 48.6,-35 50,CEN,ABxC,6.8,9.3,9.8,215,21,372,,1897,,
22484,Herschel 4710,,1,14 52.7,-42 04,CEN,,8.7,9.4,16.4,259,21,405,K0,1920,,
22485,Herschel 4722,,1,14 59.5,-30 43,CEN,AB,7.2,9.3,8.6,337,21,372/ 373,F0,1885,,
22486,Herschel 4722-AC,,1,14 59.5,-30 43,CEN,AC,7.2,13,32.3,295,21,372/ 373,,1897,,
22487,Herschel 4724,,1,15 01.8,-36 55,CEN,,8.2,10.7,15.4,226,21,372/ 373,A3,1920,,
22488,Herschel 48-,,1,14 51.7,-30 52,CEN,,8.2,9.2,24.2,180,21,372,F5,1904,,
22489,Holden 114,,1,11 55.0,-56 05,CEN,,7.3,7.7,3.5,174,25,428,G0,1980,,
22490,Hough 390,,1,14 55.7,-33 51,CEN,,5.3,12.5,24.3,170,21,372,A0,1892,,
22491,Howe 28,,1,13 53.6,-35 39,CEN,AB,6.3,6.5,0.9,302,21,371,F2,1983,,P = 258 yr.; a = 1.27''; motion direct.
22492,Howe 70,,1,11 39.5,-37 26,CEN,,8.1,8.4,3.3,107,20,367/ 368,F8,1879,,
22493,Howe 74,,1,13 55.3,-32 05,CEN,,7.1,9.6,6.2,117,21,371,G5,1877,,
22494,Howe 75,,1,14 37.2,-37 32,CEN,,7.9,8.4,4.1,215,21,372,A0,1889,,
22495,Howe 94,,1,13 49.0,-35 41,CEN,,6.6,9.6,11.6,355,21,371,F8,1890,,
22496,Howe 95,,1,13 43.8,-40 10,CEN,,7.6,7.9,1.5,187,21,370/ 371/ 403,A5,1897,,
22497,Hussey 1485,,1,11 46.5,-58 01,CEN,AB,8,12.5,2.9,320,25,428,B8,1913,,
22498,Hussey 1485-AC,,1,11 46.5,-58 01,CEN,AC,8,11.5,7.9,276,25,428,,1913,,
22499,Hussey 1498,,1,12 48.7,-44 04,CEN,,9,12.3,5,257,21,402,M,1899,,
22500,Hussey 1506,,1,14 09.0,-45 34,CEN,AB,8.9,10.6,37.3,258,21,404,A0,1913,,
22501,Innes 1068,,1,14 18.4,-63 00,CEN,,9,9.3,0.9,287,25,452,F8,1975,,
22502,Innes 1071,,1,13 37.8,-55 59,CEN,,8.5,11.5,5.3,28,25,430,B8,1912,,
22503,Innes 1072,,1,13 38.1,-56 13,CEN,,8.2,11.2,5.2,107,25,430,B8,1912,,
22504,Innes 1217,,1,12 04.0,-41 42,CEN,,8.8,12.4,6.2,338,21,401,A0,1926,,
22505,Innes 1224,,1,13 00.0,-41 23,CEN,,8.1,8.3,0.2,4,21,402,F2,1983,,
22506,Innes 1250,,1,14 43.6,-39 39,CEN,,7.9,12.5,4.7,149,21,372/ 404,K0,1925,,
22507,Innes 1256,,1,14 50.1,-41 50,CEN,,8.7,8.9,0.3,126,21,404/ 405,A3,1926,,
22508,Innes 1544,,1,11 32.9,-36 12,CEN,,6.7,11.8,2.2,86,20,367,G0,1927,,
22509,Innes 1553,,1,12 24.6,-40 13,CEN,,8.7,12.5,4.6,162,21,369/ 401/ 402,F0,1927,,
22510,Innes 1556,,1,12 35.9,-35 13,CEN,,8.9,12,4.5,148,21,369,G5,1927,,
22511,Innes 1563,,1,12 57.0,-34 16,CEN,,8.7,12.7,3.6,141,21,369/ 370,K0,1927,,
22512,Innes 1566,,1,13 12.6,-39 41,CEN,,7.7,12.7,5.8,13,21,370/ 402/ 403,K0,1942,,
22513,Innes 1569,,1,13 30.9,-43 43,CEN,,9,11.5,2.4,213,21,403,A5,1927,,
22514,Innes 1570,,1,13 31.5,-36 36,CEN,,8.9,11.3,2.1,117,21,370,F2,1928,,
22515,Innes 1573,,1,14 01.3,-40 13,CEN,,6.3,12.5,10,350,21,371/ 403/ 404,K0,1800,,
22516,Innes 218,,1,12 28.9,-37 58,CEN,,7.8,10.4,2.3,234,21,369,K0,1902,,
22517,Innes 221,,1,13 36.8,-32 24,CEN,,8.1,8.9,0.6,121,21,370/ 371,F2,1980,,
22518,Innes 224,,1,13 56.3,-38 39,CEN,,7.6,11,2.8,184,21,371,F2,1897,,
22519,Innes 225,,1,14 01.4,-62 57,CEN,,7.6,11.4,2.4,301,25,430/ 452,K0,1901,,
22520,Innes 226,,1,14 54.4,-34 08,CEN,,7,10.5,2.9,219,21,372,A0,1902,,
22521,Innes 233,,1,13 16.7,-41 16,CEN,AB,7.3,10.3,3.2,109,21,403,G5,1897,,
22522,Innes 237,,1,15 01.8,-41 48,CEN,,8.9,9.3,0.9,194,21,405,K2,1901,,
22523,Innes 297,,1,12 54.0,-52 16,CEN,,8.8,9.8,2,251,25,429,F0,1900,,
22524,Innes 307,,1,11 39.5,-51 41,CEN,,8.8,8.9,0.9,41,25,400/ 401/ 428,G5,1901,,
22525,Innes 365,,1,13 37.1,-61 41,CEN,ABxC,5.6,12,45,229,25,430/ 451,,1926,,P = 35 yr.; a = 0.46''; motion retrograde.
22526,Innes 400,,1,13 27.8,-43 12,CEN,,9,11,4.8,152,21,403,K2,1902,,
22527,Innes 422,,1,11 38.4,-63 22,CEN,AB,7.6,7.8,0.5,110,25,450,B2,1902,,
22528,Innes 422-ABxD,,1,11 38.4,-63 22,CEN,ABxD,6.9,12,9.6,323,25,450,,1902,,
22529,Innes 423,,1,12 11.0,-45 25,CEN,,6.5,10.3,2.5,166,21,401,K0,1902,,
22530,Innes 509,,1,11 37.8,-36 34,CEN,,8.8,9.8,0.5,18,20,367/ 368,K0,1913,,
22531,Innes 517,,1,13 27.4,-62 39,CEN,,7.9,11.1,2,275,25,429/ 451,B,1912,,
22532,Innes 518,,1,13 36.9,-56 09,CEN,,8.1,11,2.6,173,25,430,K0,1912,,
22533,Innes 523,,1,14 18.8,-58 40,CEN,,8.1,8.2,0.3,51,25,430,B9,1913,,
22534,Innes 78,,1,11 33.6,-40 35,CEN,,6.3,6.3,1,96,20,367/ 400/ 401,A2,1894,,
22535,Innes 79,,1,11 54.9,-42 23,CEN,,8.5,9,0.5,96,20,401,F0,1976,,
22536,Innes 80,,1,11 55.4,-41 54,CEN,,7.9,8.1,1.2,96,20,401,A2,1976,,
22537,Innes 82,,1,12 31.4,-41 30,CEN,,8.2,9.2,0.7,8,21,402,F0,1980,,
22538,Innes 83,,1,12 56.7,-47 41,CEN,,7.5,7.7,0.8,226,21,402,F5,1983,,P = 294 yr.; a = 0.70''; motion direct.
22539,Innes 84,,1,14 54.9,-36 25,CEN,AB,7.2,11,4.6,259,21,372,A0,1897,,
22540,Innes 883,,1,11 26.8,-53 10,CEN,,6.5,6.9,0.1,346,25,427,G0,1968,,
22541,Innes 884,,1,11 28.4,-45 46,CEN,,8.2,10.4,2.3,174,20,400,G0,1913,,
22542,Innes 890,,1,11 44.9,-55 27,CEN,,7.8,10.3,1.8,303,25,428,A0,1964,,
22543,Innes 892,,1,11 52.2,-56 59,CEN,AB,5.7,11,54.6,122,25,428,A2,1960,,
22544,Innes 895,,1,12 01.7,-41 49,CEN,,8.8,8.9,0.8,319,21,401,A2,1983,,
22545,Innes 897,,1,12 03.1,-46 31,CEN,,8.8,10.3,2.1,70,21,401,G0,1912,,
22546,Innes 910,,1,12 53.9,-33 09,CEN,AB,7.5,10.3,51.7,36,21,369,,1929,,
22547,Innes 917,,1,13 06.6,-46 02,CEN,,8.1,8.3,1.2,284,21,402,F2,1911,,
22548,Innes 921,,1,13 20.2,-55 45,CEN,,8.7,12.2,8.4,233,25,429,A2,1912,,
22549,Innes 922,,1,13 20.4,-40 57,CEN,,9,9.3,0.7,209,21,370/ 403,A0,1911,,
22550,Innes 924,,1,13 21.8,-55 25,CEN,,8.4,8.9,0.6,93,25,429,A0,1912,,
22551,Innes 926,,1,13 26.2,-46 03,CEN,,9,9.8,1.3,246,21,403,G5,1911,,
22552,Innes 933,,1,13 47.8,-49 10,CEN,,8.8,9,0.6,201,21,403,A0,1913,,
22553,Innes 934,,1,13 52.0,-57 27,CEN,,9,9.5,0.7,185,25,430,B8,1911,,
22554,Innes 938,,1,13 58.7,-34 24,CEN,,7.8,11.6,4,203,21,371,K5,1914,,
22555,Innes 939,,1,14 04.0,-44 36,CEN,AB,8.7,8.8,0.8,175,21,403/ 404,G0,1913,,
22556,Innes 944,,1,14 15.7,-63 03,CEN,,8.9,9.9,2.2,197,25,452,F0,1911,,
22557,Innes 946,,1,14 33.2,-41 23,CEN,,8.6,10.8,3,159,21,404,F8,1911,,
22558,Innes 947,,1,14 41.4,-33 56,CEN,,8.5,11,2.1,7,21,372,K0,1911,,
22559,Innes 951,,1,14 50.6,-40 22,CEN,,9,9.9,1.3,267,21,372/ 404/ 405,G5,1912,,
22560,Jessup 490,,1,11 34.5,-58 06,CEN,,8.5,12.1,4.4,240,25,428,A0,1929,,
22561,Jessup 493,,1,11 39.2,-58 36,CEN,AxBC,7.6,11.5,49.1,108,25,428,G5,1929,,
22562,Jessup 498,,1,11 43.9,-60 00,CEN,,9,10,1.2,294,25,428/ 450,F8,1930,,
22563,Jessup 588,,1,13 35.1,-58 21,CEN,,8.5,9.2,0.3,278,25,430,G0,1929,,
22564,Jessup 597,,1,13 55.3,-62 13,CEN,AB,8.7,12.7,15.4,122,25,430/ 452,A2,1974,,
22565,Jessup 603,,1,13 59.3,-62 27,CEN,,8.7,11.6,7,356,25,430/ 452,B9,1930,,
22566,Jessup 620,,1,14 14.6,-58 24,CEN,,8.7,11.8,3.2,59,25,430,F2,1929,,
22567,LaPlata 42,,1,13 45.3,-61 55,CEN,,8.4,11.4,8.6,121,25,430/ 451/ 452,B8,1919,,
22568,LaPlata 44,,1,14 01.8,-61 19,CEN,,9,11.3,3.4,267,25,430/ 452,,1918,,Spectral type F0?
22569,LaPlata 45,,1,14 07.9,-61 30,CEN,,8.1,11.3,7.7,112,25,430/ 452,B8,1919,,
22570,Luyten 358,,1,11 43.2,-39 26,CEN,AxBC,8.4,8.9,24.7,332,20,367/ 368/ 401,G0,1959,,
22571,Luyten 413,,1,12 35.5,-34 53,CEN,,8.7,12.3,98,149,21,369,K0,1960,,
22572,Luyten 463,,1,13 56.5,-54 41,CEN,,6.1,13,33,315,25,430,G0,1800,,
22573,Luyten 495,,1,14 40.4,-57 00,CEN,,7.4,11.2,490,45,25,431,G5,1800,,
22574,Luyten 507,,1,14 50.0,-37 23,CEN,,7.8,12,69,315,21,372,F8,1800,,
22575,Rossiter 1632,,1,12 01.6,-53 50,CEN,AC,8.6,12.4,7.6,24,25,428,,1931,,
22576,Rossiter 1697,,1,12 58.5,-51 30,CEN,AC,7.6,12,10,90,25,402/ 429,,1800,,
22577,Rossiter 1744,,1,13 45.9,-58 34,CEN,,8.6,12.5,4.9,38,25,430,B8,1932,,
22578,Rossiter 2793,,1,12 23.3,-37 29,CEN,,7.5,8.4,0.3,194,21,368/ 369,F0,1935,,
22579,Rossiter 4514,,1,13 38.7,-59 50,CEN,,8.5,12.5,2.8,130,25,430,G5,1939,,
22580,Rossiter 4515,,1,13 42.8,-61 53,CEN,,6.8,12.8,6.2,69,25,430/ 451,K0,1939,,
22581,Rossiter 4940,,1,11 13.3,-50 07,CEN,,7.5,8.5,0.4,114,20,400/ 427,A2,1944,,
22582,Rossiter 5002,,1,14 37.0,-60 45,CEN,,8.9,9.9,0.3,313,25,431,B9,1942,,
22583,Rossiter 528,,1,11 08.5,-50 30,CEN,,9,9.9,0.3,351,20,400/ 427,F8,1983,,
