29670,Innes 615,,1,17 48.3,-36 44,SCO,,8.9,9.7,1.3,29,22,377,B9,1914,,
29671,Innes 91,,1,16 20.6,-39 25,SCO,,6.2,10.2,15.6,292,22,374/375/406/407,A0,1965,,
29672,Innes 977,,1,15 55.7,-26 44,SCO,,7.8,8.3,0.3,146,21,335,F8,1980,9836,P = 183 yr.; a = 0.55''; motion direct.
29673,Innes 99,,1,16 49.6,-43 56,SCO,,8.1,8.7,1,68,22,407,A0,1968,,
29674,Innes 993,,1,16 49.5,-31 39,SCO,,6.7,11.2,3.6,99,22,375,K0,1897,,
29675,Jessup 700,,1,16 57.9,-37 59,SCO,,7.3,11.5,9.1,130,22,375/ 376,B5,1929,,
29676,Jessup 710,,1,17 11.2,-32 11,SCO,,8.6,12.8,5.1,312,22,376,K0,1928,,
29677,Jessup 711,,1,17 13.0,-32 14,SCO,AB,8.9,11.7,2.9,280,22,376,B9,1928,,
29678,Jessup 711-AC,,1,17 13.0,-32 14,SCO,AC,8.9,12.8,4.2,16,22,376,,1928,,
29679,Luyten 548,,1,16 04.1,-21 55,SCO,,9,11.2,10.2,157,22,335,K0,1920,,
29680,Luyten 570,,1,16 47.8,-40 57,SCO,,8.1,11,26,225,22,375/ 407,F5,1800,,
29681,Luyten 618,,1,17 58.4,-44 58,SCO,,9,10.8,50,0,22,408/ 409,G0,1800,,
29682,Perth 162,,1,17 28.2,-31 13,SCO,,7.8,11.3,14.4,120,22,376,K2,1911,,
29683,Perth 183,,1,17 53.8,-32 28,SCO,,8.5,10.5,5.7,334,22,377,G5,1909,,
29684,Rossiter 1930,,1,17 04.1,-38 32,SCO,,8.5,12.9,5.8,85,22,376,K0,1935,,
29685,Rossiter 1980,,1,17 42.9,-39 42,SCO,,8.4,13,6.8,214,22,376/ 377/ 408,K0,1935,,
29686,Rossiter 1990,,1,17 49.2,-30 36,SCO,,6.8,12.5,2,242,22,377,F0,1934,,
29687,Rossiter 5421,,1,16 56.9,-40 30,SCO,AB,7.2,13,7,127,22,375/ 376/ 407,B3,1945,,
29688,Russell 283,,1,16 42.5,-37 04,SCO,,7,7.8,0.3,284,22,375,G5,1979,,
29689,Russell 286,,1,16 56.1,-37 10,SCO,,7.4,11,17.1,318,22,375/ 376,G5,1881,,
29690,Russell 306,,1,17 57.9,-36 00,SCO,AB,7,9.5,3.6,16,22,377,A0,1880,,
29691,See 255,,1,16 00.2,-26 11,SCO,AC,8.5,10.6,16.5,335,22,335,,1959,,
29692,See 257,,1,16 01.1,-28 19,SCO,,8.1,12.5,6.6,340,22,335/ 374,K2,1897,9874,
29693,See 260,,1,16 01.9,-28 22,SCO,,8.3,9.8,6.2,23,22,335/ 374,G0,1897,9884,
29694,See 268,,1,16 14.7,-39 08,SCO,,8.4,8.6,1.6,176,22,374/ 406,F0,1975,,
29695,See 272,,1,16 19.3,-35 29,SCO,,7.4,7.6,0.3,275,22,374/ 375,F2,1897,,
29696,See 278,,1,16 26.0,-31 13,SCO,,9,9.4,1.6,335,22,375,F8,1965,,
29697,See 282,,1,16 39.5,-34 11,SCO,,8.8,10.8,2.5,207,22,375,A2,1897,,
29698,See 283,,1,16 40.4,-39 54,SCO,AB,7.7,12.9,8.9,172,22,375/ 407,F2,1945,,
29699,See 283-AC,,1,16 40.4,-39 54,SCO,AC,7.7,10,25.2,269,22,375/ 407,,1897,,
29700,See 291,,1,16 52.2,-25 36,SCO,,6.9,11,2.6,359,22,337,A0,1897,10232,
29701,See 293,,1,16 54.0,-41 48,SCO,AE,5.6,13,20.9,282,22,407,,1897,,
29702,See 294,,1,16 54.0,-41 48,SCO,FG,7.3,13,6.5,47,22,407,,1897,,
29703,See 296,,1,16 54.1,-41 44,SCO,,7,13,20,242,22,407,,1897,,
29704,See 297,,1,16 54.1,-41 50,SCO,AB,6.8,12,13.4,129,22,407,B,1897,,
29705,See 297-AC,,1,16 54.1,-41 50,SCO,AC,6.8,12,24,120,22,407,,1897,,
29706,See 304,,1,16 54.9,-40 34,SCO,,7.7,13,18.8,245,22,375/ 407,K5,1897,,
29707,See 313,,1,16 57.0,-38 26,SCO,,8.1,9.5,2.4,230,22,375/ 376,F2,1897,,
29708,See 318,,1,17 06.2,-38 37,SCO,,8.4,8.8,0.9,340,22,376,F2,1979,,
29709,See 324,,1,17 18.1,-38 09,SCO,,7.5,7.5,0.3,263,22,376,,1897,,
29710,See 333,,1,17 33.9,-44 04,SCO,,7.9,13,13.8,287,22,408,B8,1897,,
29711,See 342,,1,17 53.4,-34 53,SCO,,6.4,6.5,0.4,226,22,377,K0,1897,,Sp-bin.
29712,See 343,,1,17 57.9,-36 00,SCO,AC,7,12.8,11.7,99,22,377,,1896,,
29713,South-Herschel 225,,1,16 20.0,-20 03,SCO,,7.2,8.8,46.8,333,15,335/ 336,B9,1823,,
29714,Stone 32,,1,16 27.2,-27 11,SCO,,7.8,11.2,10.1,345,22,336,F2,1931,10062,
29715,Struve 1999,,1,16 04.4,-11 26,SCO,AB,7.4,8.1,11.7,99,15,290,K0,1975,9910,
29716,Struve 2019,,1,16 14.3,-10 24,SCO,ABxC,7.5,9.5,22.2,154,15,290/ 291,F8,1848,9971,STF 2019 rej.
29717,vandenBos 1328,,1,16 56.2,-31 30,SCO,AxBC,8,10,117.6,40,22,375/ 376,A3,1800,,
29718,vandenBos 1332,,1,17 15.8,-32 02,SCO,,8.3,12,4.1,49,22,376,B9,1929,,
29719,vandenBos 1333,,1,17 17.8,-34 05,SCO,,8.8,9,0.2,31,22,376,F8,1979,,
29720,vandenBos 1335,,1,17 22.0,-33 25,SCO,,8.9,11.1,3,13,22,376,B9,1930,,
29721,vandenBos 1343,,1,17 51.9,-35 04,SCO,,8.9,10.7,3.3,168,22,377,B9,1929,,
29722,vandenBos 1344,,1,17 52.8,-31 38,SCO,,8.7,11.9,2,216,22,377,B8,1928,,
29723,vandenBos 1835,,1,16 54.3,-41 49,SCO,,8.4,12.9,3.4,254,22,407,O,1932,,
29724,vandenBos 1836,,1,16 54.7,-43 33,SCO,,8,8.2,0.4,45,22,407,F8,1931,,
29725,vandenBos 1839,,1,16 59.6,-41 17,SCO,ABxC,8.4,11.5,8.8,327,22,407,,1932,,
29726,vandenBos 1849,,1,17 10.6,-43 31,SCO,,8.2,11.1,2.3,223,22,407/ 408,K0,1930,,
29727,vandenBos 1862,,1,17 33.4,-42 24,SCO,,7.9,8.5,0.3,334,22,408,B5,1930,,
29728,vandenBos 2399,,1,16 54.5,-30 42,SCO,,8,13,6,287,22,375,K0,1933,,
29729,vandenBos 2410,,1,17 30.6,-43 13,SCO,,6.9,12,8,90,22,408,F5,1800,,
29730,vandenBos 2415,,1,17 48.3,-35 15,SCO,,8.5,12,8,180,22,377,F8,1800,,
29731,vandenBos 2418,,1,17 50.1,-35 08,SCO,,7.8,12.7,6,32,22,377,K2,1932,,
29732,vandenBos 2419,,1,17 50.4,-34 18,SCO,,8.7,12.2,6.2,227,22,377,A0,1932,,
29733,vandenBos 299,,1,15 56.2,-25 48,SCO,,8.7,12.9,3.8,340,21,335,A2,1926,9841,
29734,vandenBos 305,,1,16 11.6,-26 57,SCO,,8.1,12.3,4.9,91,22,335,F8,1926,9946,
29735,vandenBos 306,,1,16 13.4,-27 24,SCO,,8.4,13,2.7,101,22,335/ 336,A2,1926,9965,
29736,vandenBos 342,,1,17 29.5,-38 30,SCO,,7.1,7.4,0.5,96,22,376,A2,1982,,
29737,vandenBos 876,,1,16 40.4,-37 37,SCO,,8.3,11.7,3.9,78,22,375,A0,1927,,
29738,vandenBos 878,,1,16 52.2,-37 59,SCO,,8.8,12.8,2.1,204,22,375,F2,1927,,
29739,vandenBos 886,,1,17 00.7,-35 45,SCO,,9,12.5,5.6,5,22,375/ 376,B8,1927,,
29740,vandenBos 894,,1,17 06.5,-35 27,SCO,,6.3,12.8,2.8,356,22,376,B3,1927,,
29741,vandenBos 908,,1,17 22.6,-37 47,SCO,AB,6.4,12.2,2.7,114,22,376,G,1927,,
29742,vandenBos 909,,1,17 22.8,-37 39,SCO,,8.7,12.8,3,74,22,376,K2,1927,,
29743,vandenBos 914,,1,17 36.2,-33 29,SCO,,8.5,13,4.8,356,22,376/ 377,,1927,,Spectral type may be M.
29744,Voute 71,,1,17 34.2,-35 44,SCO,,7.6,13,9.2,139,22,376,B8,1934,,
29745,Voute 74,,1,17 53.9,-41 51,SCO,,8.3,12.5,7.6,14,22,408,K2,1933,,
29746,Washington 5,,1,17 05.4,-33 46,SCO,,8.1,8.6,17.6,296,22,376,G0,1959,,Spectral type of B may be M.
29747,Wrigley 191,,1,16 54.8,-40 52,SCO,,8.7,11.2,9.1,176,22,375/ 407,B3,1903,,
29748,Wrigley 212,,1,17 37.3,-40 18,SCO,,7.2,9.7,12.7,341,22,376/ 377/ 408,B8,1903,,
29749,DELTA SCT,Rossiter 4594,0,18 42.3,-09 03,SCT,AB,4.7,12.2,15.2,46,15/ 16,295,F0,1938,11581,Prototype of the Delta Scuti var.
29750,Aitken 1888,,1,18 49.2,-09 57,SCT,,8.5,11.5,2.2,165,15/ 16,295,B9,1908,11705,
29751,Aitken 1890,,1,18 54.0,-13 47,SCT,AB,9,12.3,3.3,178,15/ 16,295/ 296,F2,1908,11798,
29752,Aitken 1890-AC,,1,18 54.0,-13 47,SCT,AC,8.9,12.4,20,244,15/ 16,295/ 296,F2,1917,11798,
29753,Aitken 1891,,1,18 54.2,-13 37,SCT,,8.7,8.7,0.3,267,15/ 16,295/ 296,B9,1908,11803,
29754,Aitken 89,,1,18 43.2,-06 50,SCT,,8.9,13,5,141,15/ 16,250/ 295,B9,1900,11598,
29755,Burnham 1252,,1,18 22.6,-11 52,SCT,,8.9,9.9,1.3,173,15/ 16,294/ 295,G5,1944,11289,
29756,Burnham 135,,1,18 38.1,-13 59,SCT,AB,6.4,11.2,2.4,186,15/ 16,295,B9,1875,11512,
29757,Burnham 247,,1,18 32.2,-09 21,SCT,,7.7,11.1,7.8,167,15/ 16,295,A0,1875,11429,
29758,Burnham 419,,1,18 32.2,-07 49,SCT,,8.5,9.2,1.2,36,15/ 16,295,A0,1877,11430,
29759,Burnham 967,,1,18 40.9,-14 30,SCT,AB,8.6,11.7,2.4,195,15/ 16,295,K0,1880,11564,
29760,Burnham 967-AC,,1,18 40.9,-14 30,SCT,AC,8.6,11.8,38.8,54,15/ 16,295,K0,1913,11564,
29761,Dembowski 18,,1,18 22.2,-15 05,SCT,BC,8.6,9.2,1.2,70,15/ 16,294/ 295,,1950,11282,
29762,Herschel 36,,1,18 42.3,-09 03,SCT,AC,4.7,9.2,52.2,130,15/ 16,295,F0,1879,11581,
29763,Herschel 50-AB,,1,18 49.6,-05 55,SCT,AB,6.2,12.3,23.3,360,15/ 16,250,K0,1901,11719,A is a long-period sp-bin.
29764,Herschel 50-AC,,1,18 49.6,-05 55,SCT,AC,6.2,8.7,113.7,171,15/ 16,250,K0,1899,11719,
29765,Herschel 5503,,1,18 56.7,-14 52,SCT,,7.2,10.8,38,79,15/ 16,295/ 296,B9,1903,,
29766,Hough 438,,1,18 45.7,-13 39,SCT,,8,10.8,2.7,75,15/ 16,295,F2,1889,11637,
29767,Hough 439,,1,18 49.2,-10 58,SCT,,8.1,11.8,4.2,152,15/ 16,295,A2,1891,11707,
29768,Hough 568,,1,18 45.9,-09 59,SCT,,8.4,12.4,4.6,173,15/ 16,295,K0,1894,11646,
29769,Hussey 251,,1,18 46.1,-15 28,SCT,,8.1,12.9,2.4,309,15/ 16,295,A0,1900,11647,
29770,Jonckheere 107,,1,18 51.2,-06 17,SCT,AB,8,12.4,5.8,191,15/ 16,250/ 295,B8,1912,11752,
29771,Jonckheere 1631,,1,18 27.5,-15 22,SCT,AC,6.8,10.3,120,155,15/ 16,294/ 295,F5,1941,,CD is probably AB of ADS 11358 with quadrant reversed.
29772,Jonckheere 1659,,1,18 50.9,-14 22,SCT,,9,9.2,1,220,15/ 16,295,,1941,,
29773,Jonckheere 1745,,1,18 32.8,-13 03,SCT,,9,12.3,6,75,15/ 16,295,A0,1941,,
29774,Jonckheere 2156,,1,18 56.7,-08 26,SCT,AB,7.6,12.2,52.4,1,15/ 16,295/ 296,A0,1948,,
29775,Jonckheere 2243,,1,18 56.6,-09 11,SCT,,8.9,11.8,6,310,15/ 16,295/ 296,,1942,,
29776,Jonckheere 2929,,1,18 52.7,-11 56,SCT,AB,8.9,13,60,275,15/ 16,295/ 296,,1944,,
29777,Rossiter 4595,,1,18 44.4,-07 37,SCT,,8.8,12.6,2.4,67,15/ 16,295,F0,1938,,
29778,Rossiter 4596,,1,18 46.8,-14 27,SCT,,7.1,12,6,159,15/ 16,295,F8,1939,,
29779,Rossiter 4601,,1,18 50.5,-07 01,SCT,,8.6,12.5,3.6,212,15/ 16,295,F2,1938,,
29780,Struve 2306,,1,18 22.2,-15 05,SCT,AB,7.9,8.6,10,221,15/ 16,294/ 295,F5,1975,11282,Y/B
29781,Struve 2313,,1,18 24.7,-06 35,SCT,,7.5,8.8,6,197,15/ 16,249/250/294/295,G0,1959,11318,
29782,Struve 2325,,1,18 31.4,-10 47,SCT,,5.9,9.2,12.3,257,15/ 16,295,B3,1829,11414,
29783,Struve 2337,,1,18 34.9,-14 42,SCT,,8.5,9.9,16.5,297,15/ 16,295,A0,1829,11460,
29784,Struve 2350,,1,18 40.0,-07 47,SCT,,6.1,11.1,19.4,194,15/ 16,295,K0,1959,11552,STF 2350 rej.
29785,Struve 2373,,1,18 45.8,-10 29,SCT,,7.2,8.2,4.1,338,15/ 16,295,F2,1832,11642,
29786,Struve 2388,,1,18 48.9,-08 28,SCT,AB,7.7,9.9,53.7,345,15/ 16,295,B3,1905,,STF 2388 rej.
29787,Struve 2391,,1,18 48.7,-06 00,SCT,AB,6.5,9.8,37.9,332,15/ 16,250/ 295,A2,1829,11695,
29788,Struve 2405,,1,18 52.1,-07 15,SCT,AC,8.6,11.2,25.2,302,15/ 16,295/ 296,B9,1848,11764,STF 2405 rej.
29789,5 SER,Struve 1930,0,15 19.3, 01 47,SER,AB,5.2,10.2,11.3,36,14/ 15,244,G0,1960,9584,See BDS & ADS for rectangular meas.Y/W.In field of M5
29790,5-AC SER,Struve 1930-AC,0,15 19.3, 01 47,SER,AC,5.2,9.2,127.2,40,14/ 15,244,G0,1924,9584,
29791,6 SER,Burnham 32,0,15 21.1, 00 43,SER,,5.5,10.1,3.1,19,14/ 15,244,K0,1972,9596,Possibly var.
29792,39 SER,,0,15 53.2, 13 13,SER,,6.2,11.8,98.3,116,14/ 15,200,G0,1907,,Distances 106.4'' and 98.3''.
29793,59 SER,Struve 2316,0,18 27.2, 00 11,SER,AB,5.4,7.7,3.8,320,15/ 16,249/ 250,A0,1822,11353,A is triple sp-bin;B may be sp-bin.A is var. Y/G
29794,ALPHA SER,Herschel 1277,0,15 44.2, 06 25,SER,AB,2.8,11.8,58.2,350,14/ 15,199/ 200,K0,1911,9765,Var?
29795,BETA SER,Struve 1970,0,15 46.2, 15 25,SER,AB,3.7,9.9,30.6,265,14/ 15,199/ 200,A2,1832,9778,
29796,BETA-AC SER,Struve 1970-AC,0,15 46.2, 15 25,SER,AC,3.7,10.7,201.1,210,14/ 15,199/ 200,A2,1960,9778,
29797,DELTA SER,Struve 1954,0,15 34.8, 10 31,SER,AB,4.2,5.2,4,177,14/ 15,199,F0,1981,9701,Orbit calc'd. Primary is Delta Scuti-type var.W/W
29798,ETA SER,,0,18 21.3,-02 52,SER,,3.4,12.1,179.7,61,15/ 16,249/ 250,K0,1923,,STF 8; App II.
29799,GAMMA SER,Gallo SER,0,15 56.4, 15 41,SER,AB,3.9,10.5,1.5,315,14/ 15,200,F5,1908,,Distances 139.2'' and 201.5''.
29800,NU SER,South-Herschel 247,0,17 20.8,-12 50,SER,,4.4,8.4,46.3,28,15,292/ 293,A0,1959,10481,G/BW
29801,PSI SER,Aitken 2230,0,15 44.0, 02 31,SER,AB,5.8,12,4.4,47,14/ 15,244/ 245,G5,1974,9763,
29802,PSI-AC SER,Aitken 2230-AC,0,15 44.0, 02 31,SER,AC,5.9,8.8,207.3,208,14/ 15,244/ 245,G5,1908,9763,
29803,PSI-AD SER,Aitken 2230-AD,0,15 44.0, 02 31,SER,AD,5.8,10.4,171.5,281,14/ 15,244/ 245,G5,1918,9763,
29804,PSI-CE SER,Aitken 2230-CE,0,15 44.0, 02 31,SER,CE,8.8,7.1,171.9,236,14/ 15,244/ 245,,1908,9763,
29805,THETA-1 SER,Struve 2417,0,18 56.2, 04 11,SER,AB,4.5,5.4,22.3,104,15/ 16,250/ 251,A5,1822,11853,YW/YW
29806,THETA-1-BC SER,Struve 2417-BC,0,18 56.2, 04 11,SER,BC,4.6,7.9,414.1,56,15/ 16,250/ 251,A5,1927,11853,
29807,XI SER,Rossiter 5090,0,17 37.6,-15 23,SER,,3.6,13,24,79,15,293,A5,1943,,A is a sp-bin.
29808,AG 224,,1,18 40.1, 03 21,SER,,9,10,22.2,348,15/ 16,250,A0,1902,,
29809,Aitken 1116,,1,15 11.6, 10 07,SER,,8.5,8.5,0.7,45,14/ 15,198/ 199,A5,1981,9530,
29810,Aitken 1167,,1,18 06.1,-00 21,SER,,9,11.1,5,148,15/ 16,249,A0,1896,11057,
29811,Aitken 1798,,1,16 07.9, 14 25,SER,,8.4,8.9,0.2,10,15,200,F0,1980,9931,
29812,Aitken 2078,,1,15 50.9, 19 10,SER,,8.5,9,1,163,14/ 15,155,F2,1978,9809,
29813,Aitken 2079,,1,15 53.6, 16 04,SER,,6.1,12.5,3.6,59,14/ 15,155/ 200,F2,1909,9828,
29814,Aitken 2192,,1,18 55.8, 03 26,SER,,7.7,7.7,0.3,95,15/ 16,250/ 251,A2,1910,11842,
29815,Aitken 354,,1,18 36.0, 05 06,SER,,9,12.3,4.4,7,15/ 16,205/ 250,G0,1902,11485,
29816,Aitken 83,,1,18 12.7,-03 29,SER,,8.9,9,0.7,304,15/ 16,249,F2,1977,11154,
29817,Aitken 84,,1,18 14.8,-02 30,SER,,9,10.3,3.7,317,15/ 16,249,K0,1892,11189,
29818,Baillaud 240,,1,16 14.1,-02 20,SER,,8.2,10.9,7.5,354,15,245/ 246,F5,1892,,
29819,Burnham 1203,,1,18 26.1, 00 46,SER,,7.6,7.8,0.4,143,15/ 16,249/ 250,A3,1982,11339,
29820,Burnham 131,,1,18 13.5,-15 35,SER,AB,7.3,9.3,3,278,15/ 16,294,F5,1875,11166,
29821,Burnham 131-AC,,1,18 13.5,-15 35,SER,AC,7.1,11.5,8.7,295,15/ 16,294,F5,1972,11166,
29822,Burnham 240,,1,15 45.5, 04 01,SER,AC,9,12,29.3,37,14/ 15,244/ 245,G5,1940,9774,
29823,Burnham 242,,1,17 24.0,-11 41,SER,AB,8.4,9.2,1.1,81,15,292/ 293,A2,1980,10515,
29824,Burnham 242-AC,,1,17 24.0,-11 41,SER,AC,8.1,10.9,9.3,63,15,292/ 293,A2,1876,10515,
29825,Burnham 242-AD,,1,17 24.0,-11 41,SER,AD,8.1,10.2,47.9,64,15,292/ 293,A2,1876,10515,
29826,Burnham 619,,1,15 43.2, 13 39,SER,,6.9,7.4,0.7,3,14/ 15,199/ 200,G5,1981,9758,One component is a sp-bin.
29827,Burnham 643,,1,18 35.6, 04 55,SER,AB,6.7,12.5,10.5,330,15/ 16,250,A0,1924,11477,A is the Alpha CVn-type var.
29828,Burnham 811,,1,16 05.2, 22 10,SER,AB,8.3,12.3,3.7,217,8,155,F8,1881,9917,
29829,Burnham 811-AC,,1,16 05.2, 22 10,SER,AC,8.4,10.8,117,305,8,155,F8,1922,9917,
29830,Burnham 943,,1,15 18.4, 00 56,SER,,6.7,12.3,2.6,92,14/ 15,244,K0,1879,9574,
29831,Clark 11,,1,18 25.0,-01 34,SER,,6.8,7,0.8,356,15/ 16,249/ 250,F5,1981,11324,P=240 yr;a=0.59'';motion retro in highly incl orbit
29832,Couteau 103,,1,15 20.0, 23 37,SER,,8.9,8.9,0.5,283,7,154,F8,1966,,
29833,Couteau 106,,1,15 44.0, 22 20,SER,,8.3,8.8,0.4,269,7,154/ 155,F8,1977,,
29834,Herschel 1269,,1,15 14.1, 01 42,SER,,9,11.6,24.3,248,14/ 15,243/ 244,F2,1906,,
29835,Herschel 1283,,1,15 59.0, 00 33,SER,,9,11.2,19.3,125,14/ 15,245,,1902,,
29836,Herschel 1290,,1,16 15.2,-00 46,SER,,9,10.9,16.6,104,15,245/ 246,,1896,,
29837,Herschel 2794,,1,15 52.0, 20 15,SER,AB,9,12.3,23.2,144,7,155,G0,1906,,
29838,Herschel 2814,,1,17 56.4,-15 49,SER,AB,6.1,8.6,20.8,157,15,294,A0,1878,10891,
29839,Herschel 2814-AC,,1,17 56.4,-15 49,SER,AC,6,11.5,33.7,349,15,294,A0,1904,10891,
29840,Herschel 4964,,1,17 34.8,-11 14,SER,,5.7,8.7,54.6,225,15,293,B8,1959,,
29841,Herschel 4995,,1,17 54.2,-11 20,SER,,6.6,11.6,28.6,155,15,293/ 294,K0,1900,10872,
29842,Herschel 5016,,1,18 05.7,-04 32,SER,,8.9,11,12.1,88,15/ 16,249,A2,1904,,
29843,Herschel 5504,,1,18 56.9, 02 27,SER,,7.6,10.1,54.6,284,15/ 16,250/ 251,F8,1909,,
29844,Herschel 857,,1,18 17.4,-07 17,SER,,8.2,11.2,21.2,20,15/ 16,294,A0,1901,,
29845,Herschel 858,,1,18 24.1, 01 30,SER,,8.2,9.5,12.8,229,15/ 16,249/ 250,F5,1904,,
29846,Herschel 859,,1,18 29.2,-02 46,SER,,8.7,10.7,17.1,217,15/ 16,250,F8,1896,,
29847,Herschel 864,,1,18 36.5, 04 56,SER,,6.8,11,18.2,323,15/ 16,250,K2,1910,11494,
29848,Holden 139,,1,17 54.9,-11 38,SER,AB,7,10.8,2.9,147,15,293/ 294,F2,1965,10878,
29849,Holden 139-AC,,1,17 54.9,-11 38,SER,AC,7,12.5,65.6,94,15,293/ 294,F2,1909,10878,
29850,Hough 267,,1,18 11.4,-05 12,SER,,6.6,12.6,19,355,15/ 16,249,B9,1907,11135,
29851,Hough 421,,1,17 44.4,-13 02,SER,,8.6,12.6,5.5,339,15,293,A2,1892,10744,
29852,Hough 429,,1,18 11.8,-15 40,SER,,8.1,12,4.1,27,15/ 16,294,B9,1973,11140,
29853,Hough 547,,1,15 16.4, 16 47,SER,,7.9,12,5.5,293,14/ 15,154/ 199,G0,1975,9562,
29854,Hough 549,,1,15 31.8, 14 04,SER,AB,8.2,10.2,118.8,134,14/ 15,199,G5,1895,9685,
29855,Hough 629,,1,15 28.3, 23 41,SER,,8.2,12.2,15.6,119,7,154,K2,1962,9660,
29856,Hussey 175,,1,17 27.2,-12 09,SER,,8.9,12.6,4.6,69,15,293,G0,1900,10556,
29857,Hussey 234,,1,17 27.8,-12 11,SER,AC,8.1,9.8,5.4,308,15,293,F2,1900,10559,
29858,Hussey 577,,1,15 32.8, 19 44,SER,,8.8,8.8,0.2,325,14/ 15,154,F5,1981,9692,P = 103 yr.; a = 0.30''; motion direct.
29859,Hussey 753,,1,18 00.0,-11 32,SER,,8.8,12.3,5.5,129,15/ 16,294,A5,1900,10957,
29860,Jonckheere 2143,,1,18 41.3, 04 32,SER,,7.1,12.1,10,315,15/ 16,250,F8,1942,,
29861,Jonckheere 2681,,1,18 56.4, 02 27,SER,AB,6.3,12,100,35,15/ 16,250/ 251,K0,1943,,
29862,Leavenworth 7,,1,18 12.4,-15 22,SER,AB,8,11.6,3.8,279,15/ 16,294,B5,1892,11146,
29863,Leavenworth 7-AC,,1,18 12.4,-15 22,SER,AC,8,11.6,33.6,240,15/ 16,294,B5,1912,11146,
29864,Roe 75,,1,15 44.3, 15 18,SER,,8.9,9.7,6.3,325,14/ 15,199/ 200,G0,1911,9766,
29865,Rossiter 4557,,1,16 02.8,-02 28,SER,,8,12.5,2.8,320,15,245,K2,1938,,
29866,Rossiter 4583,,1,18 13.4,-03 24,SER,,8.9,9.3,0.3,78,15/ 16,249,F0,1977,,
29867,Rossiter 5102,,1,18 08.0,-00 47,SER,,8.8,12.8,3.1,307,15/ 16,249,G5,1943,,
29868,Schjellerup 16,,1,18 19.8,-04 56,SER,,8.1,9.4,2.9,204,15/ 16,249,G0,1964,11257,
29869,Struve 1919,,1,15 12.8, 19 16,SER,,6.8,7.7,23.7,10,14/ 15,153/ 154,G5,1832,9535,Y/W
29870,Struve 1923,,1,15 13.8, 14 26,SER,,8.9,9.6,4.8,12,14/ 15,198/ 199,F5,1829,9543,
29871,Struve 1931,,1,15 18.7, 10 26,SER,AB,7,8.4,13.4,168,14/ 15,199,F8,1973,9580,
29872,Struve 1931-AC,,1,15 18.7, 10 26,SER,AC,6.7,11.9,162.1,93,14/ 15,199,F8,1908,9580,
29873,Struve 1940,,1,15 26.1, 18 10,SER,,8.3,8.8,0.6,326,14/ 15,154,F8,1830,9634,
29874,Struve 1944,,1,15 27.7, 06 06,SER,,8.4,9,0.8,310,14/ 15,199,F8,1978,9647,
29875,Struve 1950,,1,15 30.0, 25 30,SER,,8.1,9.6,3.1,92,7,154,K2,1830,9675,Y/B
29876,Struve 1974,,1,15 49.2,-03 14,SER,,9,9.2,2.5,161,14/ 15,245,A0,1949,9795,
29877,Struve 1985,,1,15 55.9,-02 11,SER,,7,8.1,5.9,348,14/ 15,245,G0,1976,9842,Orbit calc'd.
29878,Struve 1987,,1,15 57.2, 03 24,SER,,7.2,8.7,10.6,322,14/ 15,245,A0,1831,9855,
29879,Struve 1988,,1,15 56.8, 12 28,SER,,7.4,8.1,2.2,254,14/ 15,200,F2,1981,9850,
29880,Struve 1990,,1,15 58.9, 21 47,SER,AB,8.7,8.7,56.3,60,7,155,K,1832,9865,
29881,Struve 1993,,1,15 59.8, 17 23,SER,AB,9,9,24.4,41,14/ 15,155/ 200,A0,1964,9870,Distance 242.2''.
29882,Struve 1993-AC,,1,15 59.8, 17 23,SER,AC,8.8,10,242.2,179,14/ 15,155/ 200,A0,1910,9870,
29883,Struve 2000,,1,16 03.0, 13 59,SER,,8.4,9.2,2.5,228,15,200,F2,1830,9904,
29884,Struve 2003,,1,16 03.7, 11 26,SER,,7.3,11.3,14.4,171,15,200,K2,1831,9908,
29885,Struve 2007,,1,16 06.1, 13 19,SER,AB,6.9,8.4,36.7,323,15,200,K0,1967,9922,
29886,Struve 2007-AC,,1,16 06.1, 13 19,SER,AC,6.7,10.5,167.6,138,15,200,K0,1908,9922,
29887,Struve 2008,,1,16 07.6,-02 39,SER,,8.7,9.4,9,58,15,245,F5,1831,9926,
29888,Struve 2031,,1,16 16.4,-01 38,SER,AB,7,9.1,20.7,230,15,245/ 246,F8,1901,9984,STF 2031 rej.
29889,Struve 2031-AC,,1,16 16.4,-01 38,SER,AC,6.9,11.1,93.4,21,15,245/ 246,F8,1922,9984,
29890,Struve 2033,,1,16 18.2,-02 16,SER,,9,9.2,10.8,174,15,245/ 246,A3,1829,9992,
29891,Struve 2041,,1,16 21.8, 01 12,SER,,8.2,11.4,2.5,1,15,246,K0,1831,10019,
29892,Struve 2148,,1,17 19.9,-11 21,SER,,8.5,9.9,5.7,220,15,292/ 293,F2,1832,10468,
29893,Struve 2204,,1,17 46.3,-13 19,SER,,8.1,8.2,14.4,24,15,293,A0,1830,10771,
29894,Struve 2296,,1,18 15.7,-03 21,SER,,7.3,10.9,3.2,8,15/ 16,249,K0,1829,11205,
29895,Struve 2303,,1,18 20.0,-08 00,SER,,6.6,9.1,1.9,239,15/ 16,294/ 295,F5,1975,11262,
29896,Struve 2321,,1,18 30.0, 01 11,SER,,8.2,9.8,6.8,191,15/ 16,250,A0,1830,11396,
29897,Struve 2324,,1,18 31.0, 01 23,SER,,8.4,8.7,2.4,146,15/ 16,250,B8,1829,11410,
